,Unnamed: 0,Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Filename,Max Speed,Average Speed,Calories,data_ano,data_mes,dia_semana,tempo_min
0,0,3763864420,"Jul 14, 2020, 10:36:55 PM",Corrida no CavoucÃÂ£o,Run,,3378,6.32,,activities/4021635014.gpx.gz,5.800000190734863,1.9397730827331543,637.270263671875,2020,7,Terca,56.3
1,1,3785578121,"Jul 15, 2020, 11:44:01 PM",Funcional,Workout,,1785,0.0,151.0,activities/4045907087.gpx.gz,0.0,0.0,,2020,7,Quarta,29.75
2,2,3785578976,"Jul 17, 2020, 9:39:24 PM",Funcional,Workout,,1808,0.0,166.0,activities/4045908038.gpx.gz,0.0,0.0,,2020,7,Sexta,30.133333333333333
3,3,3787254231,"Jul 19, 2020, 4:08:30 PM",Corrida,Walk,Cavouco,3178,5.64,188.0,activities/4047748524.gpx.gz,8.899999618530273,1.8524622917175293,519.9712524414062,2020,7,Domingo,52.96666666666667
4,4,3787367551,"Jul 11, 2020, 10:10:58 PM",Corrida,Run,,3767,7.0,183.0,activities/4047875950.tcx.gz,7.300000190734863,1.8883193731307983,943.0,2020,7,Sabado,62.78333333333333
5,5,3787376822,"Jul 10, 2020, 10:23:48 PM",Funcional,Workout,,3648,0.34,171.0,activities/4047886130.tcx.gz,8.600000381469727,0.094024121761322,550.0,2020,7,Sexta,60.8
6,6,3787407219,"Jul 8, 2020, 10:38:54 PM",Funcional,Workout,,4104,0.04,136.0,activities/4047919856.tcx.gz,8.600000381469727,0.0104775829240679,481.0,2020,7,Quarta,68.4
7,7,3787416280,"Jul 7, 2020, 10:37:45 PM",Corrida,Run,,4064,6.75,188.0,activities/4047930124.tcx.gz,3.0999999046325684,2.0035619735717773,952.0,2020,7,Terca,67.73333333333333
8,8,3787425947,"Jul 3, 2020, 11:14:50 PM",Funcional,Workout,,4240,0.31,157.0,activities/4047940792.tcx.gz,9.600000381469728,0.0745282992720604,639.0,2020,7,Sexta,70.66666666666667
9,9,3787435472,"Jul 1, 2020, 10:55:00 PM",Funcional,Workout,,3135,0.28,144.0,activities/4047951523.tcx.gz,0.0,0.0918660312891006,420.0,2020,7,Quarta,52.25
10,10,3787442152,"Jun 29, 2020, 10:34:00 PM",Funcional,Workout,,2936,0.33,148.0,activities/4047959113.tcx.gz,0.0,0.1151226162910461,441.0,2020,6,Segunda,48.93333333333333
11,11,3787449134,"Jun 25, 2020, 8:25:42 PM",Corrida,Run,,2748,2.5,183.0,activities/4047967243.tcx.gz,2.900000095367432,1.5124017000198364,632.0,2020,6,Quinta,45.8
12,12,3787451685,"Jun 20, 2020, 9:33:58 PM",Corrida,Run,,3782,6.87,193.0,activities/4047970063.tcx.gz,2.700000047683716,1.841329455375672,947.0,2020,6,Sabado,63.03333333333333
13,13,3787457310,"Jun 19, 2020, 10:40:00 PM",Funcional,Workout,,6296,0.68,171.0,activities/4047976518.tcx.gz,7.599999904632568,0.1078462526202201,842.0,2020,6,Sexta,104.93333333333334
14,14,3787464688,"Jun 18, 2020, 10:04:38 PM",Funcional,Workout,,3557,0.34,158.0,activities/4047984934.tcx.gz,8.600000381469727,0.0978352576494216,477.0,2020,6,Quinta,59.28333333333333
15,15,3787473079,"Jun 16, 2020, 9:49:22 PM",Corrida,Run,,2297,5.02,188.0,activities/4047994256.tcx.gz,3.0,2.190226793289185,613.0,2020,6,Terca,38.28333333333333
16,16,3787518871,"Jun 13, 2020, 9:11:39 PM",Corrida,Run,,3081,5.83,189.0,activities/4048046311.tcx.gz,3.5,1.9021207094192505,874.0,2020,6,Sabado,51.35
17,17,3787546075,"Jun 15, 2020, 9:33:00 PM",Funcional,Workout,,4716,0.49,164.0,activities/4048076477.tcx.gz,5.5,0.1041136533021926,709.0,2020,6,Segunda,78.6
18,18,3787547676,"Jun 12, 2020, 9:41:21 PM",Corrida,Run,,4570,7.81,188.0,activities/4048078635.tcx.gz,6.300000190734863,1.7843271493911743,1152.0,2020,6,Sexta,76.16666666666667
19,19,3787551351,"Jun 9, 2020, 10:01:02 PM",Corrida,Run,,3021,5.41,181.0,activities/4048082974.tcx.gz,3.0,1.868093967437744,707.0,2020,6,Terca,50.35
20,20,3787558048,"Jun 10, 2020, 11:48:19 PM",Funcional,Workout,,2589,0.06,154.0,activities/4048090587.tcx.gz,4.599999904632568,0.0254924688488245,347.0,2020,6,Quarta,43.15
21,21,3787559304,"Jun 6, 2020, 10:19:47 PM",Funcional,Workout,,3557,0.41,157.0,activities/4048092195.tcx.gz,9.399999618530272,0.1149845346808433,594.0,2020,6,Sabado,59.28333333333333
22,22,3787563212,"Jun 5, 2020, 10:53:00 PM",Funcional,Workout,,2925,0.03,157.0,activities/4048096629.tcx.gz,2.799999952316284,0.0119658121839165,392.0,2020,6,Sexta,48.75
23,23,3787569364,"Jun 3, 2020, 11:02:00 PM",Funcional,Workout,,3891,0.13,141.0,activities/4048103610.tcx.gz,9.199999809265137,0.0352094583213329,521.0,2020,6,Quarta,64.85
24,24,3787572592,"May 31, 2020, 2:36:47 PM",Corrida,Run,,4528,7.14,184.0,activities/4048107193.tcx.gz,6.400000095367432,1.7171716690063477,982.0,2020,5,Domingo,75.46666666666667
25,25,3787575323,"Jun 1, 2020, 10:38:00 PM",Funcional,Workout,,5504,0.97,171.0,activities/4048110089.tcx.gz,9.0,0.1775072664022445,920.0,2020,6,Segunda,91.73333333333332
26,26,3787590991,"May 29, 2020, 9:46:44 PM",Funcional,Workout,,3730,0.3,139.0,activities/4048127899.tcx.gz,8.0,0.0820375308394432,438.0,2020,5,Sexta,62.16666666666666
27,27,3787600597,"May 28, 2020, 9:20:35 PM",Corrida,Run,,3200,6.34,193.0,activities/4048138807.tcx.gz,3.299999952316284,1.9955933094024656,907.0,2020,5,Quinta,53.333333333333336
28,28,3787611829,"May 26, 2020, 9:28:39 PM",Corrida,Run,,2125,3.81,185.0,activities/4048151451.tcx.gz,2.5,1.8824111223220823,556.0,2020,5,Terca,35.416666666666664
29,29,3787625806,"May 21, 2020, 10:02:33 PM",Corrida,Run,,3172,5.19,186.0,activities/4048167219.tcx.gz,12.800000190734863,1.7743589878082275,796.0,2020,5,Quinta,52.86666666666667
30,30,3787627874,"May 25, 2020, 9:19:11 PM",Funcional,Workout,,2364,0.03,146.0,activities/4048169540.tcx.gz,3.200000047683716,0.0156514383852481,315.0,2020,5,Segunda,39.4
31,31,3787652705,"May 20, 2020, 10:44:27 PM",Funcional,Workout,,2860,0.77,158.0,activities/4048197916.tcx.gz,0.0,0.2692307829856872,480.0,2020,5,Quarta,47.66666666666666
32,32,3787704272,"May 18, 2020, 10:12:48 PM",Funcional,Workout,,3860,0.1,123.0,activities/4048256927.tcx.gz,6.800000190734863,0.0266839377582073,451.0,2020,5,Segunda,64.33333333333333
33,33,3787708774,"May 17, 2020, 8:42:18 PM",Corrida,Run,,3282,5.73,187.0,activities/4048262127.tcx.gz,7.5,1.8377164602279663,826.0,2020,5,Domingo,54.7
34,34,3787755125,"May 14, 2020, 10:36:10 PM",Corrida,Run,,3161,6.12,190.0,activities/4048314686.tcx.gz,3.0,1.9403932094573968,850.0,2020,5,Quinta,52.68333333333333
35,35,3787830842,"May 11, 2020, 10:21:20 PM",Corrida,Run,,2803,5.56,185.0,activities/4048402000.tcx.gz,2.700000047683716,2.010849952697754,750.0,2020,5,Segunda,46.71666666666667
36,36,3787836914,"May 8, 2020, 10:10:58 PM",Corrida,Run,,2706,5.59,186.0,activities/4048408902.tcx.gz,2.700000047683716,2.06960391998291,725.0,2020,5,Sexta,45.1
37,37,3787839903,"May 6, 2020, 10:07:33 PM",Funcional,Workout,,2907,0.51,162.0,activities/4048412296.tcx.gz,10.0,0.1771585792303085,439.0,2020,5,Quarta,48.45
38,38,3787844563,"May 5, 2020, 10:30:00 PM",Funcional,Workout,,3244,1.43,140.0,activities/4048417701.tcx.gz,4.0,0.4414303302764892,433.0,2020,5,Terca,54.06666666666667
39,39,3787848167,"May 13, 2020, 10:22:00 PM",Funcional,Workout,,2658,0.33,155.0,activities/4048420914.tcx.gz,0.0,0.1245297193527221,400.0,2020,5,Quarta,44.3
40,40,3787853375,"May 4, 2020, 9:35:41 PM",Corrida,Run,,3380,6.06,188.0,activities/4048427463.tcx.gz,2.700000047683716,1.795555591583252,854.0,2020,5,Segunda,56.333333333333336
41,41,3787875810,"May 2, 2020, 8:10:09 PM",Ciclismo,Ride,,5868,22.04,153.0,activities/4048453305.tcx.gz,6.0,4.033675193786621,1077.0,2020,5,Sabado,97.8
42,42,3787882628,"Apr 30, 2020, 10:42:56 PM",Funcional,Workout,,2978,0.59,138.0,activities/4048461665.tcx.gz,0.0,0.1997985243797302,400.0,2020,4,Quinta,49.63333333333333
43,43,3790235132,"Apr 29, 2020, 12:14:20 AM",Funcional,Workout,,2416,0.31,149.0,activities/4051143208.tcx.gz,4.199999809265137,0.1299668848514557,365.0,2020,4,Quarta,40.266666666666666
44,44,3790239577,"Apr 29, 2020, 11:02:00 PM",Funcional,Workout,,2921,0.38,156.0,activities/4051147915.tcx.gz,0.2000000029802322,0.132488876581192,438.0,2020,4,Quarta,48.68333333333333
45,45,3790250507,"Apr 25, 2020, 7:35:45 PM",Ciclismo,Ride,,7142,28.79,185.0,activities/4051159634.tcx.gz,7.400000095367432,4.565493106842041,1668.0,2020,4,Sabado,119.03333333333332
46,46,3790282858,"Apr 23, 2020, 9:51:35 PM",Corrida,Run,,2458,4.01,189.0,activities/4051195887.tcx.gz,2.5,1.6334012746810913,575.0,2020,4,Quinta,40.96666666666667
47,47,3790301257,"Apr 22, 2020, 10:21:08 PM",Corrida,Run,,3450,7.75,189.0,activities/4051216045.tcx.gz,18.299999237060547,2.2820966243743896,864.0,2020,4,Quarta,57.5
48,48,3790368556,"Apr 20, 2020, 10:11:39 PM",Funcional,Workout,,2266,0.14,169.0,activities/4051289632.tcx.gz,0.0,0.0644307136535644,381.0,2020,4,Segunda,37.766666666666666
49,49,3790384244,"Apr 15, 2020, 9:38:47 PM",Funcional,Workout,,3698,0.22,159.0,activities/4051307390.tcx.gz,8.199999809265137,0.0616549476981163,432.0,2020,4,Quarta,61.63333333333333
50,50,3790426020,"Apr 14, 2020, 10:26:58 PM",Corrida,Run,,3487,6.23,187.0,activities/4051353015.tcx.gz,2.799999952316284,1.792805790901184,877.0,2020,4,Terca,58.11666666666667
51,51,3790557003,"Apr 13, 2020, 11:03:45 PM",Funcional,Workout,,3302,0.43,163.0,activities/4051496227.tcx.gz,6.199999809265137,0.1308297961950302,441.0,2020,4,Segunda,55.03333333333333
52,52,3790607670,"Apr 11, 2020, 7:11:38 PM",Ciclismo,Ride,,6994,24.09,154.0,activities/4051550499.tcx.gz,5.699999809265137,4.235976696014404,1167.0,2020,4,Sabado,116.56666666666666
53,53,3790681960,"Apr 9, 2020, 9:20:07 PM",Corrida,Run,,3416,6.0,181.0,activities/4051633357.tcx.gz,2.700000047683716,1.7673048973083496,796.0,2020,4,Quinta,56.93333333333333
54,54,3790711696,"Apr 8, 2020, 11:02:00 PM",Funcional,Workout,,2514,0.13,158.0,activities/4051663235.tcx.gz,0.0,0.0529037378728389,336.0,2020,4,Quarta,41.9
55,55,3790753774,"Apr 7, 2020, 10:52:47 PM",Corrida,Run,,3848,7.55,188.0,activities/4051708440.tcx.gz,2.700000047683716,1.9712793827056885,1091.0,2020,4,Terca,64.13333333333334
56,56,3790764960,"Apr 4, 2020, 8:25:23 PM",Corrida,Run,,2522,4.02,180.0,activities/4051721991.tcx.gz,2.0,1.6060726642608645,674.0,2020,4,Sabado,42.03333333333333
57,57,3790769164,"Apr 5, 2020, 7:51:54 PM",Corrida,Run,,4274,6.39,184.0,activities/4051726451.tcx.gz,2.700000047683716,1.8871824741363523,1005.0,2020,4,Domingo,71.23333333333333
58,58,3790773640,"Apr 2, 2020, 11:28:44 PM",Funcional,Workout,,1774,0.09,160.0,activities/4051731640.tcx.gz,0.0,0.0524239018559455,299.0,2020,4,Quinta,29.566666666666663
59,59,3790788215,"Apr 1, 2020, 10:05:47 PM",Caminhada,Walk,,3866,7.18,178.0,activities/4051747730.tcx.gz,2.799999952316284,1.857216715812683,838.0,2020,4,Quarta,64.43333333333334
60,60,3790837703,"Mar 30, 2020, 10:08:55 PM",Caminhada,Walk,,2094,3.28,170.0,activities/4051802114.tcx.gz,2.400000095367432,1.589917540550232,455.0,2020,3,Segunda,34.9
61,61,3790849019,"Mar 28, 2020, 10:31:40 PM",Caminhada,Walk,,3435,6.08,181.0,activities/4051814309.tcx.gz,2.700000047683716,1.7966903448104858,865.0,2020,3,Sabado,57.25
62,62,3790887339,"Mar 27, 2020, 10:02:01 PM",Caminhada,Walk,,3631,7.3,189.0,activities/4051856269.tcx.gz,14.899999618530272,2.010465383529663,922.0,2020,3,Sexta,60.516666666666666
63,63,3790922483,"Mar 24, 2020, 10:09:12 PM",Caminhada,Walk,,3557,5.84,199.0,activities/4051896708.tcx.gz,2.799999952316284,1.65861976146698,893.0,2020,3,Terca,59.28333333333333
64,64,3790925378,"Mar 23, 2020, 11:15:32 PM",Caminhada,Walk,,2371,1.93,136.0,activities/4051900188.tcx.gz,10.399999618530272,1.6509836912155151,324.0,2020,3,Segunda,39.516666666666666
65,65,3790929617,"Mar 22, 2020, 8:40:21 PM",Caminhada,Walk,,3349,5.75,183.0,activities/4051904703.tcx.gz,2.700000047683716,1.724655032157898,840.0,2020,3,Domingo,55.81666666666667
66,66,3790932650,"Mar 21, 2020, 8:58:09 PM",Caminhada,Walk,,3495,6.39,188.0,activities/4051908103.tcx.gz,2.799999952316284,1.8283262252807613,824.0,2020,3,Sabado,58.25
67,67,3790937101,"Mar 19, 2020, 10:20:05 PM",Caminhada,Walk,,3320,5.67,188.0,activities/4051913015.tcx.gz,2.799999952316284,1.747303485870361,784.0,2020,3,Quinta,55.333333333333336
68,68,3790948728,"Mar 18, 2020, 10:44:57 PM",Caminhada,Walk,,3205,5.71,194.0,activities/4051925713.tcx.gz,3.0,1.9173942804336548,855.0,2020,3,Quarta,53.41666666666666
69,69,3790959241,"Mar 15, 2020, 2:49:05 PM",Caminhada,Walk,,3608,5.69,155.0,activities/4051937675.tcx.gz,2.200000047683716,1.6014635562896729,722.0,2020,3,Domingo,60.13333333333333
70,70,3790966257,"Mar 12, 2020, 11:05:00 PM",Caminhada,Walk,,2906,5.08,186.0,activities/4051945271.tcx.gz,2.900000095367432,1.7481073141098022,634.0,2020,3,Quinta,48.43333333333333
71,71,3790991642,"Mar 5, 2020, 10:34:42 PM",Corrida,Run,,1504,2.33,183.0,activities/4051973240.tcx.gz,0.0,1.5545213222503662,304.0,2020,3,Quinta,25.066666666666663
72,72,3790993029,"Mar 5, 2020, 4:54:48 PM",Caminhada,Walk,,1358,2.01,140.0,activities/4051974720.tcx.gz,6.300000190734863,1.8339415788650515,225.0,2020,3,Quinta,22.633333333333333
73,73,3791004781,"Mar 5, 2020, 3:47:52 PM",Caminhada,Walk,,860,1.32,149.0,activities/4051987704.tcx.gz,5.099999904632568,1.6117216348648071,193.0,2020,3,Quinta,14.333333333333334
74,74,3791010109,"Mar 3, 2020, 11:46:19 PM",Caminhada,Walk,,1578,3.82,191.0,activities/4051993480.tcx.gz,0.0,2.422053337097168,372.0,2020,3,Terca,26.3
75,75,3791022958,"Feb 26, 2020, 7:24:37 PM",Caminhada,Walk,,5566,9.11,171.0,activities/4052007663.tcx.gz,2.900000095367432,1.7472189664840698,1117.0,2020,2,Quarta,92.76666666666668
76,76,3791024699,"Mar 2, 2020, 11:29:49 PM",Caminhada,Walk,,1392,3.9,172.0,activities/4052009581.tcx.gz,0.0,2.8045976161956787,302.0,2020,3,Segunda,23.2
77,77,3792758387,"Jul 20, 2020, 9:41:20 PM",Funcional,Workout,,4652,0.0,163.0,activities/4053913230.gpx.gz,0.0,0.0,,2020,7,Segunda,77.53333333333333
78,78,3798423215,"Jul 21, 2020, 10:33:56 PM",Corrida,Run,Local: Canal do Cavouco,3922,7.67,184.0,activities/4060217886.gpx.gz,3.200000047683716,1.962061882019043,760.7802124023438,2020,7,Terca,65.36666666666666
79,79,3804836182,"Apr 27, 2020, 10:02:49 PM",ElÃÂ­pticos,Workout,,2994,0.48,148.0,activities/4067413594.tcx.gz,9.600000381469728,0.1609886437654495,401.0,2020,4,Segunda,49.9
80,80,3805037642,"Apr 24, 2020, 11:34:18 PM",Corrida vespertina,Run,,1990,0.1,145.0,activities/4067639883.tcx.gz,7.400000095367432,0.052763819694519,268.0,2020,4,Sexta,33.166666666666664
81,81,3805912683,"Apr 18, 2020, 8:56:44 PM",Corrida vespertina,Run,,4465,6.1,189.0,activities/4068618391.tcx.gz,2.700000047683716,1.831831812858581,968.0,2020,4,Sabado,74.41666666666667
82,82,3807701151,"Jul 23, 2020, 10:30:11 PM",Corrida ,Run,Corrida no Canal do Cavouco,3608,6.47,198.0,activities/4070718099.gpx.gz,3.799999952316284,1.8015029430389404,648.6324462890625,2020,7,Quinta,60.13333333333333
83,83,3823976467,"Jul 24, 2020, 11:31:15 PM",Funcional,Workout,,4192,0.0,143.0,activities/4089749972.gpx.gz,0.0,0.0,,2020,7,Sexta,69.86666666666666
84,84,3823976852,"Jul 27, 2020, 10:35:04 PM",Funcional,Workout,,3027,0.0,144.0,activities/4089750487.gpx.gz,0.0,0.0,,2020,7,Segunda,50.45
85,85,3835697825,"Jul 28, 2020, 10:38:02 PM",Funcional,Workout,,1715,0.0,177.0,activities/4103102036.gpx.gz,0.0,0.0,,2020,7,Terca,28.58333333333333
86,86,3835699062,"Jul 29, 2020, 10:18:37 PM",Brincando de bola com Davi,Workout,,3922,0.0,140.0,activities/4103103361.gpx.gz,0.0,0.0,,2020,7,Quarta,65.36666666666666
87,87,3841234127,"Jul 30, 2020, 9:36:32 PM",Aquecimento,Workout,,1066,0.0,124.0,activities/4109366781.gpx.gz,0.0,0.0,,2020,7,Quinta,17.766666666666666
88,88,3841234545,"Jul 30, 2020, 10:03:43 PM",Corrida,Run,,3910,7.94,192.0,activities/4109367089.gpx.gz,3.700000047683716,2.072931289672852,804.7546997070312,2020,7,Quinta,65.16666666666667
89,89,3860860984,"Aug 3, 2020, 10:34:56 PM",Funcional,Workout,,3716,0.0,146.0,activities/4131212889.gpx.gz,0.0,0.0,,2020,8,Segunda,61.93333333333333
90,90,3870716484,"Aug 5, 2020, 10:21:21 PM",Corrida,Run,,3981,7.64,193.0,activities/4142015329.gpx.gz,2.900000095367432,1.92238998413086,758.24609375,2020,8,Quarta,66.35
91,91,3896936566,"Aug 10, 2020, 10:33:51 PM",Funcional,Workout,,4645,0.0,146.0,activities/4170805958.gpx.gz,0.0,0.0,,2020,8,Segunda,77.41666666666667
92,92,3900033525,"Aug 11, 2020, 10:05:51 PM",Caminhada pÃÂ³s corrida,Walk,,1180,2.01,172.0,activities/4174150030.gpx.gz,2.200000047683716,1.707796573638916,185.70269775390625,2020,8,Terca,19.666666666666668
93,93,3900034968,"Aug 11, 2020, 10:26:12 PM",Corrida na UFPE,Run,,2094,5.03,184.0,activities/4174151518.gpx.gz,3.0,2.4019103050231934,494.2242431640625,2020,8,Terca,34.9
94,94,3900035210,"Aug 11, 2020, 11:02:19 PM",Caminhada de aquecimento,Walk,,733,1.1,166.0,activities/4174151813.gpx.gz,4.800000190734863,1.5103683471679688,102.02037048339844,2020,8,Terca,12.216666666666669
95,95,3904626553,"Aug 12, 2020, 9:28:39 PM",Funcional,Workout,,3425,0.0,164.0,activities/4179129450.gpx.gz,0.0,0.0,,2020,8,Quarta,57.083333333333336
96,96,3909373532,"Aug 13, 2020, 10:03:29 PM",Corrida na UFPE,Run,,2146,5.03,189.0,activities/4184267312.gpx.gz,3.299999952316284,2.345200300216675,506.0748596191406,2020,8,Quinta,35.766666666666666
97,97,3911860778,"Aug 13, 2020, 9:41:10 PM",Caminhada de aquecimento,Walk,,1237,2.0,170.0,activities/4186986408.tcx.gz,2.0,1.6168148517608645,310.0,2020,8,Quinta,20.616666666666667
98,98,3926042159,"Aug 16, 2020, 3:43:10 PM",Caminhada na UFPE,Walk,,3223,5.4,169.0,activities/4202487401.tcx.gz,2.200000047683716,1.685393214225769,755.0,2020,8,Domingo,53.71666666666667
99,99,3928588575,"Aug 17, 2020, 10:03:22 PM",Funcional,Workout,,4040,0.0,141.0,activities/4205273592.gpx.gz,0.0,0.0,,2020,8,Segunda,67.33333333333333
100,100,3933478291,"Aug 18, 2020, 10:28:15 PM",Caminhada de aquecimento,Walk,,752,1.27,149.0,activities/4210573939.gpx.gz,2.299999952316284,1.6977393627166748,117.64918518066406,2020,8,Terca,12.533333333333331
101,101,3933478863,"Aug 18, 2020, 10:41:24 PM",Corrida na UFPE,Run,,2252,5.02,186.0,activities/4210574481.gpx.gz,2.900000095367432,2.238084554672241,499.88232421875,2020,8,Terca,37.53333333333333
102,102,3943061409,"Aug 20, 2020, 10:35:46 PM",Caminhada de aquecimento,Walk,,571,1.02,163.0,activities/4220831316.gpx.gz,2.799999952316284,1.7935200929641724,94.37184143066406,2020,8,Quinta,9.516666666666667
103,103,3943061842,"Aug 20, 2020, 10:45:56 PM",Corrida na UFPE,Run,,2062,5.01,184.0,activities/4220831727.gpx.gz,3.200000047683716,2.4339962005615234,509.8346252441406,2020,8,Quinta,34.36666666666667
104,104,3943062046,"Aug 20, 2020, 11:21:54 PM",Caminhada pÃÂ³s corrida,Walk,,723,1.03,153.0,activities/4220832020.gpx.gz,1.7000000476837158,1.430290460586548,95.29335021972656,2020,8,Quinta,12.05
105,105,3961444270,"Aug 24, 2020, 10:23:02 PM",Funcional,Workout,,3734,0.0,165.0,activities/4240521541.gpx.gz,0.0,0.0,,2020,8,Segunda,62.23333333333333
106,106,3966165995,"Aug 25, 2020, 10:18:40 PM",Caminhada de aquecimento,Walk,,1800,3.03,172.0,activities/4245547416.gpx.gz,2.0,1.6833332777023315,279.217529296875,2020,8,Terca,30.0
107,107,3966166809,"Aug 25, 2020, 10:49:25 PM",Corrida na UFPE,Run,,1997,5.02,185.0,activities/4245548198.gpx.gz,2.799999952316284,2.51617431640625,488.4924621582031,2020,8,Terca,33.28333333333333
108,108,3979331911,"Aug 27, 2020, 11:14:10 PM",Funcional,Workout,,2446,0.0,171.0,activities/4259602720.gpx.gz,0.0,0.0,,2020,8,Quinta,40.766666666666666
109,109,3979522742,"Aug 28, 2020, 10:58:20 PM",Caminhada de aquecimento,Walk,,1811,3.04,167.0,activities/4259805966.gpx.gz,2.0999999046325684,1.6811153888702393,280.5537109375,2020,8,Sexta,30.183333333333334
110,110,3979522905,"Aug 28, 2020, 11:29:04 PM",Corrida na UFPE,Run,,2075,5.0,190.0,activities/4259806132.gpx.gz,2.900000095367432,2.415202617645264,490.3539123535156,2020,8,Sexta,34.583333333333336
111,111,3995905731,"Aug 31, 2020, 10:12:52 PM",Funcional,Workout,,2865,0.0,166.0,activities/4277391273.gpx.gz,0.0,0.0,,2020,8,Segunda,47.75
112,112,3998724865,"Sep 1, 2020, 11:20:28 PM",Caminhada de aquecimento,Walk,,1156,2.04,178.0,activities/4280371540.gpx.gz,2.5999999046325684,1.771020770072937,188.6607360839844,2020,9,Terca,19.266666666666666
113,113,3998924374,"Sep 1, 2020, 11:40:20 PM",Corrida na UFPE,Run,,2050,5.02,190.0,activities/4280582927.gpx.gz,3.0,2.448634147644043,494.6573486328125,2020,9,Terca,34.166666666666664
114,114,4008293913,"Sep 3, 2020, 11:53:02 PM",Funcional,Workout,,3009,0.0,151.0,activities/4290523231.gpx.gz,0.0,0.0,,2020,9,Quinta,50.15
115,115,4017928391,"Sep 5, 2020, 10:54:20 PM",Funcional,Workout,,2717,0.0,145.0,activities/4300463482.gpx.gz,0.0,0.0,,2020,9,Sabado,45.28333333333333
116,116,4032553730,"Sep 8, 2020, 10:06:30 PM",Caminhada de aquecimento,Walk,,1264,2.0,186.0,activities/4315990166.gpx.gz,1.899999976158142,1.5893195867538452,185.1221466064453,2020,9,Terca,21.066666666666663
117,117,4032554337,"Sep 8, 2020, 10:28:21 PM",Corrida na UFPE,Run,,2411,5.02,188.0,activities/4315990679.gpx.gz,2.5999999046325684,2.084778070449829,507.61376953125,2020,9,Terca,40.18333333333333
118,118,4045652077,"Sep 10, 2020, 11:28:07 PM",Funcional,Workout,,4152,0.0,164.0,activities/4329835224.gpx.gz,0.0,0.0,,2020,9,Quinta,69.2
119,119,4046187332,"Sep 11, 2020, 10:56:31 PM",Caminhada de aquecimento,Walk,,1864,3.03,178.0,activities/4330394008.gpx.gz,2.0999999046325684,1.629935622215271,279.9731750488281,2020,9,Sexta,31.066666666666663
120,120,4046187751,"Sep 11, 2020, 11:28:32 PM",Corrida na UFPE,Run,,2181,5.02,189.0,activities/4330394414.gpx.gz,2.700000047683716,2.3039889335632324,513.575927734375,2020,9,Sexta,36.35
121,121,4066279810,"Sep 15, 2020, 12:37:13 AM",Funcional,Workout,,3740,0.0,143.0,activities/4351613807.gpx.gz,0.0,0.0,,2020,9,Terca,62.333333333333336
122,122,4066280021,"Sep 15, 2020, 10:49:49 PM",Caminhada de aquecimento,Walk,,1915,3.06,161.0,activities/4351614059.gpx.gz,3.400000095367432,1.62431001663208,282.00048828125,2020,9,Terca,31.916666666666668
123,123,4066280793,"Sep 15, 2020, 11:22:27 PM",Corrida na UFPE,Run,,2104,5.03,192.0,activities/4351614805.gpx.gz,2.900000095367432,2.3909220695495605,502.3150939941406,2020,9,Terca,35.06666666666667
124,124,4066281166,"Sep 15, 2020, 11:58:00 PM",Caminhada pÃÂ³s corrida,Run,,1053,1.63,155.0,activities/4351615203.gpx.gz,1.7999999523162842,1.552706599235535,178.8190155029297,2020,9,Terca,17.55
125,125,4075672644,"Sep 17, 2020, 11:01:57 PM",Caminhada de aquecimento,Walk,,1227,2.02,174.0,activities/4361513076.gpx.gz,2.0,1.6480032205581665,186.33853149414065,2020,9,Quinta,20.45
126,126,4075673122,"Sep 17, 2020, 11:23:13 PM",Corrida na UFPE,Run,,1972,5.02,183.0,activities/4361513550.gpx.gz,3.0999999046325684,2.54923939704895,505.2270812988281,2020,9,Quinta,32.86666666666667
127,127,4075673769,"Sep 18, 2020, 12:00:24 AM",Caminhada pÃÂ³s corrida,Walk,,362,0.5,138.0,activities/4361514274.gpx.gz,1.600000023841858,1.401381254196167,46.74820327758789,2020,9,Sexta,6.033333333333333
128,128,4099146140,"Sep 22, 2020, 9:12:34 PM",Caminhada de aquecimento,Walk,,1274,2.12,155.0,activities/4386362239.gpx.gz,2.0999999046325684,1.666954517364502,195.7010803222656,2020,9,Terca,21.23333333333333
129,129,4099146440,"Sep 22, 2020, 9:35:55 PM",Corrida em GravatÃÂ¡-PE,Run,,1979,5.01,180.0,activities/4386362442.gpx.gz,3.0999999046325684,2.5404460430145264,495.9566955566406,2020,9,Terca,32.983333333333334
130,130,4106602153,"Sep 23, 2020, 11:53:09 PM",Funcional,Workout,,3452,0.0,150.0,activities/4394228406.gpx.gz,0.0,0.0,,2020,9,Quarta,57.53333333333333
131,131,4110584113,"Sep 24, 2020, 11:05:31 PM",Caminhada de aquecimento,Walk,,1280,2.03,152.0,activities/4398467876.gpx.gz,2.0,1.6494736671447754,187.7207946777344,2020,9,Quinta,21.33333333333333
132,132,4110584383,"Sep 24, 2020, 11:28:27 PM",Corrida na UFPE,Run,,1977,5.02,197.0,activities/4398468095.gpx.gz,3.0,2.53995943069458,512.857177734375,2020,9,Quinta,32.95
133,133,4133011782,"Sep 29, 2020, 11:03:54 PM",Funcional,Workout,,3746,0.0,129.0,activities/4422339069.gpx.gz,0.0,0.0,,2020,9,Terca,62.43333333333333
